TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Statements_Executed,Total_Time,Random_Seed,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,LineCoverage,StatementCoverage,BranchCoverage,OnlyBranchCoverage,CBranchCoverage,IBranchCoverage,ExceptionCoverage,WeakMutationScore,OnlyMutationScore,MutationScore,OutputCoverage,InputCoverage,MethodCoverage,MethodTraceCoverage,MethodNoExceptionCoverage,LineCoverageBitString,StatementCoverageBitString,BranchCoverageBitString,OnlyBranchCoverageBitString,CBranchCoverageBitString,IBranchCoverageBitString,ExceptionCoverageBitString,WeakMutationCoverageBitString,OnlyMutationCoverageBitString,MutationCoverageBitString,OutputCoverageBitString,InputCoverageBitString,MethodCoverageBitString,MethodTraceCoverageBitString,MethodNoExceptionCoverageBitString
edu.osu.cs362.CalendarMain,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,58,0.3,2,2,4,179016,63890,1494893848912,0,0,1,1,0.9841269841269841,1.0,0.631578947368421,0.6111111111111112,0.631578947368421,0.631578947368421,1.0,0.9692307692307692,0.9692307692307692,0.0,1.0,0.0,1.0,1.0,0.5,111111111111111111111111111111111111111111111111111111111111110,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1010101011101010111,010101011101010111,1101010011101010111,1101010011101010111,1,1111111111111111111111111111111111111111111111111111111111111111111111111111110111111111101111011111111111111111111111111110111111,1111111111111111111111111111111111111111111111111111111111111111111111111111110111111111101111011111111111111111111111111110111111,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,00,11,11,10
